NIE,est_nomb_sexo,opcion_nombre,gra_nombre,sede_codigo,sede_nombre,sede_nomb_depto,sede_nomb_mun,sede_sector,sede_zona,realista,cientifico,artistico,social,emprendedor,oficina,LUGAR1,LUGAR2,LUGAR3,LUGAR4,LUGAR5,LUGAR6,codigo_ocupacional,Grupo_Ocupacional_1,Grupo_Ocupacional_2,Grupo_Ocupacional_3,Grupo_Ocupacional_4,secc_codigo
3244451,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11028,"INSTITUTO NACIONAL ""CANTÓN LOURDES""",LA LIBERTAD,COLON,CED_OFI,Rural,20,13,15,18,16,19,Realista,Oficina,Social,Emprendedor,Artístico,Científico,Realista-Oficina,Oficio ,"Soporte administrativo, trabajo de oficina",Transporte,Educación Fisica y Deporte,A
19982954,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,18,18,19,21,16,18,Social,Artístico,Realista,Científico,Oficina,Emprendedor,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,E
19884109,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,17,21,5,8,12,22,Oficina,Científico,Realista,Emprendedor,Social,Artístico,Oficina-Científico,"Soporte administrativo, trabajo de oficina",Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Comercial,B
20113321,Hombre,---,SEGUNDO AÑO,88030,"COMPLEJO EDUCATIVO CATÓLICO ""LUISA DE MARILLAC""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,22,9,19,18,23,17,Emprendedor,Realista,Artístico,Social,Oficina,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
6375040,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,13,7,12,3,12,11,Realista,Artístico,Emprendedor,Oficina,Científico,Social,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,B
20147005,Hombre,MECÁNICA INDUSTRIAL,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,11,10,7,10,9,5,Realista,Científico,Social,Emprendedor,Artístico,Oficina,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,A
19820724,Hombre,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,10585,INSTITUTO NACIONAL DE ARMENIA,SONSONATE,ARMENIA,CED_OFI,Urbana,21,19,17,14,21,18,Realista,Emprendedor,Científico,Oficina,Artístico,Social,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,C
20147013,Mujer,ATENCIÓN PRIMARIA EN SALUD,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,8,13,13,17,17,12,Social,Emprendedor,Científico,Artístico,Oficina,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19992806,Mujer,---,SEGUNDO AÑO,88031,"CENTRO ESCOLAR CATOLICO ""ALBERTO MASFERRER""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,8,9,11,14,11,5,Social,Artístico,Emprendedor,Científico,Realista,Oficina,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,F
20146784,Hombre,---,SEGUNDO AÑO,20266,INSTITUTO DIOCESANO SAN JUAN EVANGELISTA,LA LIBERTAD,SAN JUAN OPICO,CED_PRI,Urbana,24,24,28,33,33,29,Social,Emprendedor,Oficina,Artístico,Realista,Científico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
10224503,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,88031,"CENTRO ESCOLAR CATOLICO ""ALBERTO MASFERRER""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,17,19,16,13,14,18,Científico,Oficina,Realista,Artístico,Emprendedor,Social,Científico-Oficina,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,"Soporte administrativo, trabajo de oficina",Humanidades y Ciencias Sociales,A
10267125,Hombre,---,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,6,18,15,19,22,13,Emprendedor,Social,Científico,Artístico,Oficina,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
5069618,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,5,7,6,10,8,4,Social,Emprendedor,Científico,Artístico,Realista,Oficina,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,B
10224536,Mujer,---,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,11,9,15,4,20,13,Emprendedor,Artístico,Oficina,Realista,Científico,Social,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
19712496,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,16,18,15,25,19,19,Social,Emprendedor,Oficina,Científico,Realista,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,F
20146912,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,20,32,14,21,18,20,Científico,Social,Realista,Oficina,Emprendedor,Artístico,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,C
3851662,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,4,9,22,15,23,21,Emprendedor,Artístico,Oficina,Social,Científico,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,C
20147000,Mujer,---,SEGUNDO AÑO,21451,"LICEO CRISTIANO ""BETUEL""",LA LIBERTAD,COLON,CED_PRI,Urbana,9,16,18,23,19,21,Social,Oficina,Emprendedor,Artístico,Científico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
20146774,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,7,12,12,17,14,18,Oficina,Social,Emprendedor,Científico,Artístico,Realista,Oficina-Social,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,E
19971464,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,17,12,13,13,13,18,Oficina,Realista,Artístico,Social,Emprendedor,Científico,Oficina-Realista,"Soporte administrativo, trabajo de oficina",Oficio ,Cuerpos de Seguridad y servicios de protección,Transporte,C
4030214,Hombre,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,10,13,13,16,15,14,Social,Emprendedor,Oficina,Científico,Artístico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,B
19935772,Mujer,MECÁNICA INDUSTRIAL,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,14,12,13,10,11,9,Realista,Artístico,Científico,Emprendedor,Social,Oficina,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,A
19858717,Mujer,---,SEGUNDO AÑO,88031,"CENTRO ESCOLAR CATOLICO ""ALBERTO MASFERRER""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,22,20,31,18,29,23,Artístico,Emprendedor,Oficina,Realista,Científico,Social,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,F
19940991,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,6,6,7,16,13,11,Social,Emprendedor,Oficina,Artístico,Realista,Científico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,C
20146910,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,9,21,16,26,12,14,Social,Científico,Artístico,Oficina,Emprendedor,Realista,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,C
20146915,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,22,23,20,23,26,27,Oficina,Emprendedor,Científico,Social,Realista,Artístico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,B
19803407,Hombre,---,SEGUNDO AÑO,88031,"CENTRO ESCOLAR CATOLICO ""ALBERTO MASFERRER""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,12,12,10,24,22,14,Social,Emprendedor,Oficina,Realista,Científico,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,G
20146992,Hombre,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,19,35,30,34,29,29,Científico,Social,Artístico,Emprendedor,Oficina,Realista,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,C
2462007,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,31,28,25,31,28,26,Realista,Social,Científico,Emprendedor,Oficina,Artístico,Realista-Social,Oficio ,Servicios Sociales,Cuerpos de Seguridad y servicios de protección,---,A
19814906,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,10,6,17,18,13,11,Social,Artístico,Emprendedor,Oficina,Realista,Científico,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,B
2686686,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,9,13,20,9,16,12,Artístico,Emprendedor,Científico,Oficina,Realista,Social,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,B
10219877,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,9,8,11,8,10,12,Oficina,Artístico,Emprendedor,Realista,Científico,Social,Oficina-Artístico,"Soporte administrativo, trabajo de oficina",Artísticos,Humanidades y Ciencias Sociales,---,A
10190867,Mujer,---,SEGUNDO AÑO,21239,"LICEO CRISTIANO ""GETSEMANÍ""",LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,10,26,27,19,33,22,Emprendedor,Artístico,Científico,Oficina,Social,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
20389737,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,14,22,25,17,17,Social,Artístico,Emprendedor,Oficina,Realista,Científico,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,A
10190893,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,21,27,28,27,22,Social,Artístico,Emprendedor,Oficina,Científico,Realista,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,B
10178793,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,13,13,15,23,18,Emprendedor,Oficina,Realista,Social,Científico,Artístico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,C
6049838,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,24,23,26,21,26,19,Artístico,Emprendedor,Realista,Científico,Social,Oficina,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,C
20107289,Hombre,MECÁNICA INDUSTRIAL,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,12,15,13,15,15,13,Científico,Social,Emprendedor,Artístico,Oficina,Realista,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
20262799,Hombre,MECÁNICA INDUSTRIAL,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,13,15,13,13,13,13,Científico,Realista,Artístico,Social,Emprendedor,Oficina,Científico-Realista,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,Oficio ,"Agropecuarios, pesca y mineria",A
10178804,Mujer,ATENCIÓN PRIMARIA EN SALUD,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,15,21,16,19,18,18,Científico,Social,Emprendedor,Oficina,Artístico,Realista,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
20336466,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,27,26,15,16,25,19,Realista,Científico,Emprendedor,Oficina,Social,Artístico,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,B
3010781,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,19,19,21,21,22,22,Emprendedor,Oficina,Artístico,Social,Realista,Científico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
3851647,Hombre,MECÁNICA INDUSTRIAL,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,21,24,25,23,22,23,Artístico,Científico,Social,Oficina,Emprendedor,Realista,Artístico-Científico,Artísticos,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,A
20107299,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,20,8,17,14,29,20,Emprendedor,Realista,Oficina,Artístico,Social,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,C
6866347,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,11,7,7,14,16,12,Emprendedor,Social,Oficina,Realista,Científico,Artístico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,B
2788215,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,19,9,8,18,27,19,Emprendedor,Realista,Oficina,Social,Científico,Artístico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,C
10219901,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,26,16,10,9,14,17,Realista,Oficina,Científico,Emprendedor,Artístico,Social,Realista-Oficina,Oficio ,"Soporte administrativo, trabajo de oficina",Transporte,Educación Fisica y Deporte,B
19811935,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,30,32,30,25,31,32,Científico,Oficina,Emprendedor,Realista,Artístico,Social,Científico-Oficina,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,"Soporte administrativo, trabajo de oficina",Humanidades y Ciencias Sociales,B
10178787,Mujer,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,12,15,8,5,13,Realista,Artístico,Oficina,Científico,Social,Emprendedor,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,C
4208990,Mujer,---,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,11,7,17,17,6,12,Artístico,Social,Oficina,Realista,Científico,Emprendedor,Artístico-Social,Artísticos,Educación y Cultura,Humanidades y Ciencias Sociales,Servicios Sociales,A
3194321,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,11,12,15,12,16,19,Oficina,Emprendedor,Artístico,Científico,Social,Realista,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,D
20107329,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,17,14,12,14,16,16,Realista,Emprendedor,Oficina,Científico,Social,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,C
2686646,Hombre,---,SEGUNDO AÑO,11138,"COMPLEJO EDUCATIVO ""JOSE MARTI""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,26,13,24,25,28,15,Emprendedor,Realista,Social,Artístico,Oficina,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
20107340,Hombre,MANTENIMIENTO AUTOMOTRIZ,SEGUNDO AÑO,88160,"INSTITUTO CATÓLICO TÉCNICO VOCACIONAL ""JESÚS OBRERO""",LA LIBERTAD,SACACOYO,CED_PRI,Urbana,22,13,14,15,16,13,Realista,Emprendedor,Social,Artístico,Científico,Oficina,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
10219881,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,17,20,24,30,24,Emprendedor,Social,Oficina,Artístico,Científico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,B
19803957,Mujer,ATENCIÓN PRIMARIA EN SALUD,SEGUNDO AÑO,20250,ESCUELA EN COMERCIO Y ADMINISTRACION,LA LIBERTAD,SANTA TECLA,CED_PRI,Urbana,13,25,16,28,25,22,Social,Científico,Emprendedor,Oficina,Artístico,Realista,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
4473303,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,16,15,13,14,14,14,Realista,Científico,Social,Emprendedor,Oficina,Artístico,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,A
19809511,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,15,10,8,20,15,11,Social,Realista,Emprendedor,Oficina,Científico,Artístico,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,C
10285031,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,6,9,11,16,14,15,Social,Oficina,Emprendedor,Artístico,Científico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
3010808,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,10,16,13,10,16,10,Científico,Emprendedor,Artístico,Realista,Social,Oficina,Científico-Emprendedor,Técnicos Tecnológicos,Comercial,Humanidades y Ciencias Sociales,---,C
5023485,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,20,9,16,12,9,14,Realista,Artístico,Oficina,Social,Científico,Emprendedor,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,A
10219883,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,19,13,20,23,26,21,Emprendedor,Social,Oficina,Artístico,Realista,Científico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,B
19885820,Hombre,SISTEMAS ELÉCTRICOS,SEGUNDO AÑO,20675,INSTITUTO EMILIANI,SAN SALVADOR,SAN SALVADOR,CED_PRI,Urbana,19,16,10,15,18,9,Realista,Emprendedor,Científico,Social,Artístico,Oficina,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
5069941,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,13,18,27,28,23,20,Social,Artístico,Emprendedor,Oficina,Científico,Realista,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,B
20389754,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,22,17,10,15,18,18,Realista,Emprendedor,Oficina,Científico,Social,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,B
6866350,Hombre,---,SEGUNDO AÑO,11117,"INSTITUTO NACIONAL ""JOSÉ DAMIÁN VILLACORTA""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,13,23,26,28,34,15,Emprendedor,Social,Artístico,Científico,Oficina,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,C
20389757,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,21,18,14,7,18,14,Realista,Científico,Emprendedor,Artístico,Oficina,Social,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,B
20107330,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,30,29,30,33,35,29,Emprendedor,Social,Realista,Artístico,Científico,Oficina,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,C
20389761,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,27,31,27,31,32,27,Emprendedor,Científico,Social,Realista,Artístico,Oficina,Emprendedor-Científico,Comercial,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,---,C
19838410,Hombre,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,17,6,12,20,22,16,Emprendedor,Social,Realista,Oficina,Artístico,Científico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
3264114,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,16,5,9,5,14,13,Realista,Emprendedor,Oficina,Artístico,Científico,Social,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,C
4212996,Mujer,---,SEGUNDO AÑO,11133,"CENTRO ESCOLAR ""DANIEL HERNANDEZ""",LA LIBERTAD,SANTA TECLA,CED_OFI,Urbana,8,10,27,25,28,24,Emprendedor,Artístico,Social,Oficina,Científico,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
